Landsat Scene Identifier,Sensor Mode,Station Identifier,Day/Night,WRS Path,WRS Row,Date Acquired,Start Time,Stop Time,Image Quality VCID 1,Image Quality VCID 2,Cloud Cover,Cloud Cover Quad Upper Left,Cloud Cover Quad Upper Right,Cloud Cover Quad Lower Left,Cloud Cover Quad Lower Right,Sun Elevation,Sun Azimuth,Scene Center Latitude,Scene Center Longitude,Corner Upper Left Latitude,Corner Upper Left Longitude,Corner Upper Right Latitude,Corner Upper Right Longitude,Corner Lower Left Latitude,Corner Lower Left Longitude,Corner Lower Right Latitude,Corner Lower Right Longitude,Full Aperture Calibration,Gain Band 1,Gain Band 2,Gain Band 3,Gain Band 4,Gain Band 5,Gain Band 6 VCID 1,Gain Band 6 VCID 2,Gain Band 7,Gain Band 8,Browse Exists,Data Category,Gap Phase Source,Gap Phase Statistic,Gain Change Band 1,Gain Change Band 2,Gain Change Band 3,Gain Change Band 4,Gain Change Band 5,Gain Change Band 6 VCID 1,Gain Change Band 6 VCID 2,Gain Change Band 7,Gain Change Band 8,Data Type Level 1,Elevation Source,Output Format,Ephemeris Type,Corner UL Latitude Product,Corner UL Longitude Product,Corner UR Latitude Product,Corner UR Longitude Product,Corner LL Latitude Product,Corner LL Longitude Product,Corner LR Latitude Product,Corner LR Longitude Product,Panchromatic Lines,Panchromatic Samples,Reflective Lines,Reflective Samples,Thermal Lines,Thermal Samples,Date Acquired Gap Fill,Gap Fill,Ground Control Points Model,Geometric RMSE Model,Geometric RMSE Model X,Geometric RMSE Model Y,Map Projection L1,Datum,Ellipsoid,UTM Zone,Vertical Longitude from Pole,True Scale Latitude,False Easting,False Northing,Grid Cell Size Panchromatic,Grid Cell Size Reflective,Grid Cell Size Thermal,Orientation,Resampling Option,Scan Gap Interpolation,Scene Center Latitude dec,Scene Center Longitude dec,Corner Upper Left Lat dec,Corner Upper Left Long dec,Corner Upper Right Lat dec,Corner Upper Right Long dec,Corner Lower Left Lat dec,Corner Lower Left Long dec,Corner Lower Right Lat dec,Corner Lower Right Long dec,Display ID,Ordering ID,Download Link
LE71760362008034ASN00,N/A,ASN,DAY, 176, 036,2008/02/03,2008:034:08:12:45.8403750,2008:034:08:13:12.5943750, 9, 9,   9.73,  19.38,  16.07,   3.43,   0.06,32.5919418,148.7074432,34°35'38.40"N,32°59'35.52"E,35°32'40.20"N,32°11'03.84"E,35°14'30.84"N,34°15'26.28"E,33°56'14.64"N,31°44'58.20"E,33°38'25.80"N,33°46'59.52"E,N,L,L,L,H,H,L,H,H,L,Y,NOMINAL,DE,7.270772,LL,LL,LL,HH,HH,LL,HH,HH,LL,ETM+  L1T,GLS2000,GEOTIFF,DEFINITIVE, 35.57181   (35°34'18.52"N),  31.72979  (31°43'47.24"E), 35.57047   (35°34'13.69"N),  34.39158  (34°23'29.69"E), 33.65144   (33°39'05.18"N),  31.75871   (31°45'31.36"E), 33.65019   (33°39'00.68"N),  34.35989   (34°21'35.60"E),14201,16081,7101,8041,7101,8041,,,186,3.442,2.11,2.719,UTM,WGS84,WGS84,36,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,2,34.594,32.9932,35.5445,32.1844,35.2419,34.2573,33.9374,31.7495,33.6405,33.7832,LE71760362008034ASN00,LE71760362008034ASN00,http://earthexplorer.usgs.gov/download/options/5441/LE71760362008034ASN00
LE71760362008018ASN00,N/A,ASN,DAY, 176, 036,2008/01/18,2008:018:08:12:47.7349374,2008:018:08:13:14.4890000, 9, 9,   9.40,  20.35,  16.03,   0.45,   0.78,29.3589325,151.5894165,34°36'21.96"N,32°59'04.56"E,35°33'13.68"N,32°10'29.28"E,35°15'03.24"N,34°14'53.16"E,33°56'48.12"N,31°44'21.84"E,33°38'58.56"N,33°46'24.96"E,N,L,L,L,H,H,L,H,H,L,Y,NOMINAL,DE,5.070973,LL,LL,LL,HH,HH,LL,HH,HH,LL,ETM+  L1T,GLS2000,GEOTIFF,DEFINITIVE, 35.56911   (35°34'08.80"N),  31.72983  (31°43'47.39"E), 35.56780   (35°34'04.08"N),  34.38822  (34°23'17.59"E), 33.64332   (33°38'35.95"N),  31.75883   (31°45'31.79"E), 33.64211   (33°38'31.60"N),  34.35653   (34°21'23.51"E),14241,16061,7121,8031,7121,8031,,,191,3.473,2.446,2.465,UTM,WGS84,WGS84,36,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,2,34.6061,32.9846,35.5538,32.1748,35.2509,34.2481,33.9467,31.7394,33.6496,33.7736,LE71760362008018ASN00,LE71760362008018ASN00,http://earthexplorer.usgs.gov/download/options/5441/LE71760362008018ASN00
LE71760362007351ASN00,N/A,ASN,DAY, 176, 036,2007/12/17,2007:351:08:12:45.4391875,2007:351:08:13:12.1932500, 9, 9,  21.04,  44.36,  37.07,   1.88,   0.83,28.1277294,156.2400208,34°37'46.56"N,32°58'09.84"E,35°34'43.32"N,32°09'38.16"E,35°16'34.32"N,34°13'59.52"E,33°58'17.40"N,31°43'31.08"E,33°40'29.28"N,33°45'31.32"E,N,L,L,L,H,H,L,H,H,L,Y,NOMINAL,DE,4.404763,LL,LL,LL,HH,HH,LL,HH,HH,LL,ETM+  L1T,GLS2000,GEOTIFF,DEFINITIVE, 35.57167   (35°34'18.01"N),  31.71655  (31°42'59.58"E), 35.57062   (35°34'14.23"N),  34.37834  (34°22'42.02"E), 33.64319   (33°38'35.48"N),  31.74589   (31°44'45.20"E), 33.64222   (33°38'31.99"N),  34.34683   (34°20'48.59"E),14261,16081,7131,8041,7131,8041,,,170,3.574,2.505,2.549,UTM,WGS84,WGS84,36,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,2,34.6296,32.9694,35.5787,32.1606,35.2762,34.2332,33.9715,31.7253,33.6748,33.7587,LE71760362007351ASN00,LE71760362007351ASN00,http://earthexplorer.usgs.gov/download/options/5441/LE71760362007351ASN00
LE71760362007271ASN00,N/A,ASN,DAY, 176, 036,2007/09/28,2007:271:08:12:12.0788124,2007:271:08:12:38.8328124, 9, 9,   0.00,   0.00,   0.00,   0.00,   0.00,48.1722946,146.4425354,34°39'01.08"N,32°57'13.68"E,35°35'45.60"N,32°08'30.12"E,35°17'45.96"N,34°12'58.32"E,33°59'20.04"N,31°42'34.92"E,33°41'41.28"N,33°44'42.36"E,N,L,L,L,L,L,L,H,L,L,Y,NOMINAL,DE,12.902408,LL,LL,LL,LL,LL,LL,HH,LL,LL,ETM+  L1T,GLS2000,GEOTIFF,DEFINITIVE, 35.56918   (35°34'09.05"N),  31.73645  (31°44'11.22"E), 35.56773   (35°34'03.83"N),  34.39484  (34°23'41.42"E), 33.64609   (33°38'45.92"N),  31.76526   (31°45'54.94"E), 33.64474   (33°38'41.06"N),  34.36304   (34°21'46.94"E),14221,16061,7111,8031,7111,8031,,,152,4.361,2.996,3.169,UTM,WGS84,WGS84,36,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,2,34.6503,32.9538,35.596,32.1417,35.2961,34.2162,33.9889,31.7097,33.6948,33.7451,LE71760362007271ASN00,LE71760362007271ASN00,http://earthexplorer.usgs.gov/download/options/5441/LE71760362007271ASN00
LE71760362007255ASN00,N/A,ASN,DAY, 176, 036,2007/09/12,2007:255:08:12:15.7868124,2007:255:08:12:42.5408124, 9, 9,   1.23,   0.65,   3.15,   0.47,   0.65,52.8921661,139.7383575,34°38'38.40"N,32°57'54.72"E,35°35'32.28"N,32°09'11.16"E,35°17'34.08"N,34°13'40.80"E,33°59'06.00"N,31°43'18.48"E,33°41'28.68"N,33°45'27.00"E,N,L,L,L,L,L,L,H,L,L,Y,NOMINAL,DE,16.041266,LL,LL,LL,LL,LL,LL,HH,LL,LL,ETM+  L1T,GLS2000,GEOTIFF,DEFINITIVE, 35.57195   (35°34'19.02"N),  31.74303  (31°44'34.91"E), 35.57032   (35°34'13.15"N),  34.40481  (34°24'17.32"E), 33.65427   (33°39'15.37"N),  31.77161   (31°46'17.80"E), 33.65275   (33°39'09.90"N),  34.37287   (34°22'22.33"E),14181,16081,7091,8041,7091,8041,,,105,4.5,2.868,3.468,UTM,WGS84,WGS84,36,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,2,34.644,32.9652,35.5923,32.1531,35.2928,34.228,33.985,31.7218,33.6913,33.7575,LE71760362007255ASN00,LE71760362007255ASN00,http://earthexplorer.usgs.gov/download/options/5441/LE71760362007255ASN00
LE71760362007239ASN00,N/A,ASN,DAY, 176, 036,2007/08/27,2007:239:08:12:23.6953750,2007:239:08:12:50.4493749, 9, 9,   0.30,   0.86,   0.08,   0.02,   0.24,56.9731483,132.0180817,34°38'07.08"N,32°57'21.60"E,35°35'03.12"N,32°08'39.48"E,35°17'06.00"N,34°13'07.32"E,33°58'35.40"N,31°42'46.44"E,33°40'58.80"N,33°44'53.16"E,N,L,L,L,L,L,L,H,L,L,Y,NOMINAL,DE,15.620993,LL,LL,LL,LL,LL,LL,HH,LL,LL,ETM+  L1T,GLS2000,GEOTIFF,DEFINITIVE, 35.57192   (35°34'18.91"N),  31.73972  (31°44'22.99"E), 35.57039   (35°34'13.40"N),  34.39819  (34°23'53.48"E), 33.65153   (33°39'05.51"N),  31.76841   (31°46'06.28"E), 33.65012   (33°39'00.43"N),  34.36636   (34°21'58.90"E),14201,16061,7101,8031,7101,8031,,,113,4.57,3.402,3.052,UTM,WGS84,WGS84,36,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,2,34.6353,32.956,35.5842,32.1443,35.285,34.2187,33.9765,31.7129,33.683,33.7481,LE71760362007239ASN00,LE71760362007239ASN00,http://earthexplorer.usgs.gov/download/options/5441/LE71760362007239ASN00
LE71760362007143ASN00,N/A,ASN,DAY, 176, 036,2007/05/23,2007:143:08:12:45.0490000,2007:143:08:13:11.8029375, 9, 9,   0.25,   0.70,   0.11,   0.02,   0.16,65.3633499,118.738739,34°34'23.16"N,32°58'49.80"E,35°31'12.00"N,32°10'08.76"E,35°13'12.00"N,34°14'30.12"E,33°54'45.72"N,31°44'15.72"E,33°37'06.24"N,33°46'16.32"E,N,L,L,L,L,L,L,H,L,L,Y,NOMINAL,DE,-5.403327,LL,LL,LL,LL,LL,LL,HH,LL,LL,ETM+  L1T,GLS2000,GEOTIFF,DEFINITIVE, 35.56948   (35°34'10.13"N),  31.76624  (31°45'58.46"E), 35.56742   (35°34'02.71"N),  34.42132  (34°25'16.75"E), 33.64638   (33°38'46.97"N),  31.79437   (31°47'39.73"E), 33.64445   (33°38'40.02"N),  34.38891   (34°23'20.08"E),14221,16041,7111,8021,7111,8021,,,97,5.458,4.249,3.426,UTM,WGS84,WGS84,36,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,2,34.5731,32.9805,35.52,32.1691,35.22,34.2417,33.9127,31.7377,33.6184,33.7712,LE71760362007143ASN00,LE71760362007143ASN00,http://earthexplorer.usgs.gov/download/options/5441/LE71760362007143ASN00
LE71760362007127ASN00,N/A,ASN,DAY, 176, 036,2007/05/07,2007:127:08:12:51.7459375,2007:127:08:13:18.4999374, 9, 9,   3.55,   0.89,   0.27,   0.22,  12.83,62.8421288,125.1976624,34°34'06.24"N,32°58'14.16"E,35°30'55.44"N,32°09'32.76"E,35°12'54.00"N,34°13'53.04"E,33°54'29.88"N,31°43'38.28"E,33°36'49.32"N,33°45'38.16"E,N,L,L,L,L,L,L,H,L,L,Y,NOMINAL,DE,-14.031785,LL,LL,LL,LL,LL,LL,HH,LL,LL,ETM+  L1T,GLS2000,GEOTIFF,DEFINITIVE, 35.57198   (35°34'19.13"N),  31.74634  (31°44'46.82"E), 35.57032   (35°34'13.15"N),  34.40481  (34°24'17.32"E), 33.64619   (33°38'46.28"N),  31.77496   (31°46'29.86"E), 33.64464   (33°38'40.70"N),  34.37274   (34°22'21.86"E),14241,16061,7121,8031,7121,8031,,,127,4.528,3.061,3.337,UTM,WGS84,WGS84,36,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,2,34.5684,32.9706,35.5154,32.1591,35.215,34.2314,33.9083,31.7273,33.6137,33.7606,LE71760362007127ASN00,LE71760362007127ASN00,http://earthexplorer.usgs.gov/download/options/5441/LE71760362007127ASN00
LE71760362007031ASN00,N/A,ASN,DAY, 176, 036,2007/01/31,2007:031:08:12:46.4023749,2007:031:08:13:13.6748750, 9, 9,  23.16,  25.47,  14.27,  49.18,   3.72,31.9384365,149.2480621,34°35'49.56"N,33°01'30.72"E,35°33'38.52"N,32°13'12.36"E,35°15'28.08"N,34°17'35.88"E,33°55'21.72"N,31°46'35.40"E,33°37'32.16"N,33°48'35.28"E,N,L,L,L,H,H,L,H,H,L,Y,NOMINAL,DE,-10.329934,LL,LL,LL,HH,HH,LL,HH,HH,LL,ETM+  L1T,GLS2000,GEOTIFF,DEFINITIVE, 35.58314   (35°34'59.30"N),  31.77927  (31°46'45.37"E), 35.58125   (35°34'52.50"N),  34.39507  (34°23'42.25"E), 33.63298   (33°37'58.73"N),  31.80749   (31°48'26.96"E), 33.63122   (33°37'52.39"N),  34.36283   (34°21'46.19"E),14421,15801,7211,7901,7211,7901,,,129,2.768,1.576,2.275,UTM,WGS84,WGS84,36,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,2,34.5971,33.0252,35.5607,32.2201,35.2578,34.2933,33.9227,31.7765,33.6256,33.8098,LE71760362007031ASN00,LE71760362007031ASN00,http://earthexplorer.usgs.gov/download/options/5441/LE71760362007031ASN00
LE71760362007015ASN00,N/A,ASN,DAY, 176, 036,2007/01/15,2007:015:08:12:39.0691875,2007:015:08:13:06.3386250, 9, 9,  19.97,  22.05,  23.96,  15.14,  18.71,28.9750919,152.0842285,34°36'27.36"N,33°02'14.64"E,35°34'13.44"N,32°13'53.04"E,35°16'02.28"N,34°18'17.28"E,33°55'58.08"N,31°47'19.68"E,33°38'08.52"N,33°49'20.64"E,N,L,L,L,H,H,L,H,H,L,Y,NOMINAL,DE,6.455368,LL,LL,LL,HH,HH,LL,HH,HH,LL,ETM+  L1T,GLS2000,GEOTIFF,DEFINITIVE, 35.57780   (35°34'40.08"N),  31.78598  (31°47'09.53"E), 35.57569   (35°34'32.48"N),  34.40822  (34°24'29.59"E), 33.63574   (33°38'08.66"N),  31.81392   (31°48'50.11"E), 33.63378   (33°38'01.61"N),  34.37580   (34°22'32.88"E),14361,15841,7181,7921,7181,7921,,,169,3.666,2.408,2.764,UTM,WGS84,WGS84,36,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,2,34.6076,33.0374,35.5704,32.2314,35.2673,34.3048,33.9328,31.7888,33.6357,33.8224,LE71760362007015ASN00,LE71760362007015ASN00,http://earthexplorer.usgs.gov/download/options/5441/LE71760362007015ASN00
LE71760362006364ASN00,N/A,ASN,DAY, 176, 036,2006/12/30,2006:364:08:12:39.0415624,2006:364:08:13:06.3097500, 9, 9,  34.89,  34.25,  66.42,   8.99,  29.90,27.7531223,154.6107635,34°37'04.80"N,33°00'43.56"E,35°34'57.36"N,32°12'24.12"E,35°16'46.20"N,34°16'48.36"E,33°56'42.36"N,31°45'51.48"E,33°38'52.80"N,33°47'52.08"E,N,L,L,L,H,H,L,H,H,L,Y,NOMINAL,DE,-.22284,LL,LL,LL,HH,HH,LL,HH,HH,LL,ETM+  L1T,GLS2000,GEOTIFF,DEFINITIVE, 35.58027   (35°34'48.97"N),  31.76276  (31°45'45.94"E), 35.57870   (35°34'43.32"N),  34.38179  (34°22'54.44"E), 33.63553   (33°38'07.91"N),  31.79128   (31°47'28.61"E), 33.63406   (33°38'02.62"N),  34.34993   (34°20'59.75"E),14381,15821,7191,7911,7191,7911,,,93,3.577,1.478,3.257,UTM,WGS84,WGS84,36,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,2,34.618,33.0121,35.5826,32.2067,35.2795,34.2801,33.9451,31.7643,33.648,33.7978,LE71760362006364ASN00,LE71760362006364ASN00,http://earthexplorer.usgs.gov/download/options/5441/LE71760362006364ASN00
LE71760362006348ASN00,N/A,ASN,DAY, 176, 036,2006/12/14,2006:348:08:12:36.4789375,2006:348:08:13:03.7454375, 9, 9,   1.06,   1.21,   1.88,   0.03,   1.10,28.3596859,156.4915619,34°37'39.00"N,32°59'27.96"E,35°35'26.88"N,32°11'09.96"E,35°17'16.44"N,34°15'32.40"E,33°57'09.72"N,31°44'31.92"E,33°39'20.88"N,33°46'31.08"E,N,H,H,H,H,H,L,H,H,L,Y,NOMINAL,DE,1.671116,HH,HH,HH,HH,HH,LL,HH,HH,LL,ETM+  L1T,GLS2000,GEOTIFF,DEFINITIVE, 35.58010   (35°34'48.36"N),  31.74621  (31°44'46.36"E), 35.57892   (35°34'44.11"N),  34.36192  (34°21'42.91"E), 33.62996   (33°37'47.86"N),  31.77519   (31°46'30.68"E), 33.62886   (33°37'43.90"N),  34.33045   (34°19'49.62"E),14421,15801,7211,7901,7211,7901,,,196,3.402,2.039,2.723,UTM,WGS84,WGS84,36,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,2,34.6275,32.9911,35.5908,32.1861,35.2879,34.259,33.9527,31.7422,33.6558,33.7753,LE71760362006348ASN00,LE71760362006348ASN00,http://earthexplorer.usgs.gov/download/options/5441/LE71760362006348ASN00
LE71760362006332ASN01,N/A,ASN,DAY, 176, 036,2006/11/28,2006:332:08:12:30.1378124,2006:332:08:12:57.4018750, 9, 9,   0.10,   0.18,   0.21,   0.01,   0.00,30.6627865,157.3471832,34°38'06.36"N,32°58'49.80"E,35°35'54.96"N,32°10'32.52"E,35°17'45.60"N,34°14'54.60"E,33°57'38.52"N,31°43'54.84"E,33°39'50.40"N,33°45'53.28"E,N,L,L,L,H,H,L,H,H,L,Y,NOMINAL,DE,-1.805336,LL,LL,LL,HH,HH,LL,HH,HH,LL,ETM+  L1T,GLS2000,GEOTIFF,DEFINITIVE, 35.58003   (35°34'48.11"N),  31.73959  (31°44'22.52"E), 35.57900   (35°34'44.40"N),  34.35530  (34°21'19.08"E), 33.62989   (33°37'47.60"N),  31.76872   (31°46'07.39"E), 33.62893   (33°37'44.15"N),  34.32398   (34°19'26.33"E),14421,15801,7211,7901,7211,7901,,,189,3.545,2.058,2.887,UTM,WGS84,WGS84,36,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,2,34.6351,32.9805,35.5986,32.1757,35.296,34.2485,33.9607,31.7319,33.664,33.7648,LE71760362006332ASN01,LE71760362006332ASN01,http://earthexplorer.usgs.gov/download/options/5441/LE71760362006332ASN01
LE71760362006316ASN00,N/A,ASN,DAY, 176, 036,2006/11/12,2006:316:08:12:20.2994999,2006:316:08:12:47.5611875, 9, 9,  34.44,  51.45,  12.53,  54.91,  18.87,34.3404846,156.8372345,34°38'25.08"N,32°58'50.52"E,35°36'14.76"N,32°10'32.16"E,35°18'06.12"N,34°14'54.96"E,33°57'58.32"N,31°43'55.56"E,33°40'11.28"N,33°45'55.08"E,N,L,L,L,H,H,L,H,H,L,Y,NOMINAL,DE,-13.377089,LL,LL,LL,HH,HH,LL,HH,HH,LL,ETM+  L1T,GLS2000,GEOTIFF,DEFINITIVE, 35.57736   (35°34'38.50"N),  31.74294  (31°44'34.58"E), 35.57618   (35°34'34.25"N),  34.36519  (34°21'54.68"E), 33.63533   (33°38'07.19"N),  31.77188   (31°46'18.77"E), 33.63424   (33°38'03.26"N),  34.33376   (34°20'01.54"E),14361,15841,7181,7921,7181,7921,,,47,3.876,2.1,3.258,UTM,WGS84,WGS84,36,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,2,34.6403,32.9807,35.6041,32.1756,35.3017,34.2486,33.9662,31.7321,33.6698,33.7653,LE71760362006316ASN00,LE71760362006316ASN00,http://earthexplorer.usgs.gov/download/options/5441/LE71760362006316ASN00
LE71760362006300ASN00,N/A,ASN,DAY, 176, 036,2006/10/27,2006:300:08:12:06.9804999,2006:300:08:12:34.2402499, 9, 9,  18.12,  12.84,  44.75,   0.55,  14.35,38.9465218,154.7120819,34°38'33.36"N,32°59'29.40"E,35°36'18.36"N,32°11'07.08"E,35°18'10.80"N,34°15'32.40"E,33°58'04.08"N,31°44'36.24"E,33°40'17.76"N,33°46'37.92"E,N,L,L,L,H,L,L,H,L,L,Y,NOMINAL,DE,6.496704,LL,LL,LL,HH,LL,LL,HH,LL,LL,ETM+  L1T,GLS2000,GEOTIFF,DEFINITIVE, 35.58027   (35°34'48.97"N),  31.76276  (31°45'45.94"E), 35.57874   (35°34'43.46"N),  34.37848  (34°22'42.53"E), 33.63012   (33°37'48.43"N),  31.79136   (31°47'28.90"E), 33.62869   (33°37'43.28"N),  34.34662   (34°20'47.83"E),14421,15801,7211,7901,7211,7901,,,169,3.682,2.512,2.692,UTM,WGS84,WGS84,36,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,2,34.6426,32.9915,35.6051,32.1853,35.303,34.259,33.9678,31.7434,33.6716,33.7772,LE71760362006300ASN00,LE71760362006300ASN00,http://earthexplorer.usgs.gov/download/options/5441/LE71760362006300ASN00
LE71760362006188ASN00,N/A,ASN,DAY, 176, 036,2006/07/07,2006:188:08:12:17.8205000,2006:188:08:12:45.0657500, 9, 9,   3.10,   8.94,   2.63,   0.02,   0.81,64.9852219,112.0272598,34°36'00.36"N,32°58'04.80"E,35°33'51.84"N,32°09'41.76"E,35°15'54.00"N,34°14'01.32"E,33°55'38.64"N,31°43'21.72"E,33°38'02.04"N,33°45'17.64"E,N,H,H,H,L,H,L,H,H,L,Y,NOMINAL,DE,13.135959,HH,HH,HH,LL,HH,LL,HH,HH,LL,ETM+  L1T,GLS2000,GEOTIFF,DEFINITIVE, 35.58297   (35°34'58.69"N),  31.76272  (31°45'45.79"E), 35.58140   (35°34'53.04"N),  34.38183  (34°22'54.59"E), 33.64094   (33°38'27.38"N),  31.79121   (31°47'28.36"E), 33.63947   (33°38'22.09"N),  34.35002   (34°21'00.07"E),14361,15821,7181,7911,7181,7911,,,54,4.342,2.75,3.36,UTM,WGS84,WGS84,36,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,2,34.6001,32.968,35.5644,32.1616,35.265,34.2337,33.9274,31.7227,33.6339,33.7549,LE71760362006188ASN00,LE71760362006188ASN00,http://earthexplorer.usgs.gov/download/options/5441/LE71760362006188ASN00
LE71760362006156ASN00,N/A,ASN,DAY, 176, 036,2006/06/05,2006:156:08:12:28.7195000,2006:156:08:12:55.9601250, 9, 9,   0.00,   0.00,   0.00,   0.00,   0.00,66.2002029,114.148674,34°35'00.24"N,32°57'29.16"E,35°32'51.72"N,32°09'06.12"E,35°14'52.08"N,34°13'28.20"E,33°54'39.96"N,31°42'43.92"E,33°37'01.20"N,33°44'42.36"E,N,L,L,L,L,L,L,H,L,L,Y,NOMINAL,DE,-10.044964,LL,LL,LL,LL,LL,LL,HH,LL,LL,ETM+  L1T,GLS2000,GEOTIFF,DEFINITIVE, 35.58551   (35°35'07.84"N),  31.74613  (31°44'46.07"E), 35.58433   (35°35'03.59"N),  34.36202  (34°21'43.27"E), 33.63807   (33°38'17.05"N),  31.77508   (31°46'30.29"E), 33.63698   (33°38'13.13"N),  34.33057   (34°19'50.05"E),14401,15801,7201,7901,7201,7901,,,68,4.753,3.352,3.37,UTM,WGS84,WGS84,36,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,2,34.5834,32.9581,35.5477,32.1517,35.2478,34.2245,33.9111,31.7122,33.617,33.7451,LE71760362006156ASN00,LE71760362006156ASN00,http://earthexplorer.usgs.gov/download/options/5441/LE71760362006156ASN00
LE71760362006140ASN00,N/A,ASN,DAY, 176, 036,2006/05/20,2006:140:08:12:30.4820625,2006:140:08:12:57.7210624, 9, 9,   0.09,   0.26,   0.08,   0.01,   0.00,64.9888611,119.7221756,34°34'38.28"N,32°58'08.04"E,35°32'29.76"N,32°09'43.92"E,35°14'28.68"N,34°14'07.08"E,33°54'17.64"N,31°43'20.28"E,33°36'37.44"N,33°45'20.52"E,N,L,L,L,L,L,L,H,L,L,Y,NOMINAL,DE,6.720963,LL,LL,LL,LL,LL,LL,HH,LL,LL,ETM+  L1T,GLS2000,GEOTIFF,DEFINITIVE, 35.58284   (35°34'58.22"N),  31.74948  (31°44'58.13"E), 35.58155   (35°34'53.58"N),  34.36859  (34°22'06.92"E), 33.64081   (33°38'26.92"N),  31.77827   (31°46'41.77"E), 33.63962   (33°38'22.63"N),  34.33708   (34°20'13.49"E),14361,15821,7181,7911,7181,7911,,,100,4.377,3.008,3.18,UTM,WGS84,WGS84,36,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,2,34.5773,32.9689,35.5416,32.1622,35.2413,34.2353,33.9049,31.7223,33.6104,33.7557,LE71760362006140ASN00,LE71760362006140ASN00,http://earthexplorer.usgs.gov/download/options/5441/LE71760362006140ASN00
LE71760362006108ASN00,N/A,ASN,DAY, 176, 036,2006/04/18,2006:108:08:12:25.7111250,2006:108:08:12:52.9463124, 9, 9,  94.01,  98.82,  99.68,  85.12,  92.39,57.9135132,132.0497589,34°34'22.44"N,33°01'19.20"E,35°32'12.48"N,32°12'59.04"E,35°14'08.88"N,34°17'18.60"E,33°54'01.08"N,31°46'33.60"E,33°36'18.72"N,33°48'29.88"E,N,L,L,L,L,L,L,H,L,L,Y,NOMINAL,DE,7.196907,LL,LL,LL,LL,LL,LL,HH,LL,LL,ETM+  L1G,,GEOTIFF,DEFINITIVE, 35.58327   (35°34'59.77"N),  31.79252  (31°47'33.07"E), 35.58113   (35°34'52.07"N),  34.40500  (34°24'18.00"E), 33.63851   (33°38'18.64"N),  31.82035   (31°49'13.26"E), 33.63652   (33°38'11.47"N),  34.37261   (34°22'21.40"E),14381,15781,7191,7891,7191,7891,,,,,,,UTM,WGS84,WGS84,36,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,2,34.5729,33.022,35.5368,32.2164,35.2358,34.2885,33.9003,31.776,33.6052,33.8083,LE71760362006108ASN00,LE71760362006108ASN00,http://earthexplorer.usgs.gov/download/options/5441/LE71760362006108ASN00
LE71760362006076ASN00,N/A,ASN,DAY, 176, 036,2006/03/17,2006:076:08:12:32.4117500,2006:076:08:12:59.6422500, 9, 9,  47.14,  48.51,  19.49,  43.96,  76.60,46.6390533,140.5114746,34°34'41.88"N,33°00'53.28"E,35°32'21.84"N,32°12'32.76"E,35°14'15.72"N,34°16'48.36"E,33°54'12.24"N,31°46'02.64"E,33°36'27.36"N,33°47'55.32"E,N,L,L,L,L,L,L,H,L,L,Y,NOMINAL,DE,-1.805539,LL,LL,LL,LL,LL,LL,HH,LL,LL,ETM+  L1T,GLS2000,GEOTIFF,DEFINITIVE, 35.57760   (35°34'39.36"N),  31.76611  (31°45'58.00"E), 35.57596   (35°34'33.46"N),  34.38505  (34°23'06.18"E), 33.63826   (33°38'17.74"N),  31.79448   (31°47'40.13"E), 33.63673   (33°38'12.23"N),  34.35321   (34°21'11.56"E),14341,15821,7171,7911,7171,7911,,,60,4.133,2.891,2.954,UTM,WGS84,WGS84,36,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,2,34.5783,33.0148,35.5394,32.2091,35.2377,34.2801,33.9034,31.7674,33.6076,33.7987,LE71760362006076ASN00,LE71760362006076ASN00,http://earthexplorer.usgs.gov/download/options/5441/LE71760362006076ASN00
