Landsat Scene Identifier,Spacecraft Identifier,Sensor Mode,Station Identifier,Day/Night,WRS Path,WRS Row,WRS Type,Date Acquired,Start Time,Stop Time,Sensor Anomalies,Acquisition Quality,Quality Band 1,Quality Band 2,Quality Band 3,Quality Band 4,Quality Band 5,Quality Band 6,Quality Band 7,Cloud Cover,Cloud Cover Quad Upper Left,Cloud Cover Quad Upper Right,Cloud Cover Quad Lower Left,Cloud Cover Quad Lower Right,Sun Elevation,Sun Azimuth,Scene Center Latitude,Scene Center Longitude,Corner Upper Left Latitude,Corner Upper Left Longitude,Corner Upper Right Latitude,Corner Upper Right Longitude,Corner Lower Left Latitude,Corner Lower Left Longitude,Corner Lower Right Latitude,Corner Lower Right Longitude,Browse  Exists,Data Category,Map Projection LORa,Data Type L0Rp,Data Type Level 1,Elevation Source,Output Format,Ephemeris Type,Corner UL Latitude Product,Corner UL Longitude Product,Corner UR Latitude Product,Corner UR Longitude Product,Corner LL Latitude Product,Corner LL Longitude Product,Corner LR Latitude Product,Corner LR Longitude Product,Reflective Samples,Reflective Lines,Thermal Lines,Thermal Samples,Ground Control Points Model,Geometric RMSE Model,Geometric RMSE Model X,Geometric RMSE Model Y,Geometric RMSE Verify,Map Projection Level 1,Datum,Ellipsoid,UTM Zone,Vertical Long from Pole,True Scale Latitude,False Easting,False Northing,Grid Cell Size Reflective,Grid Cell Size Thermal,Orientation,Resampling Option,Scene Center Latitude dec,Scene Center Longitude dec,Corner Upper Left Lat dec,Corner Upper Left Long dec,Corner Upper Right Lat dec,Corner Upper Right Long dec,Corner Lower Left Lat dec,Corner Lower Left Long dec,Corner Lower Right Lat dec,Corner Lower Right Long dec,Display ID,Ordering ID,Download Link
LT51760362009316MOR00,LANDSAT_5,BUMPER,MOR,DAY, 176, 036,2,2009/11/12,2009:316:08:12:46.66119,2009:316:08:13:13.27413,N,9,9,9,9,9,9,9,9,10.54,27.56,8.11,4.8,1.68,34.37552524,157.11478409, 34.61210   (34°36'43.56"N),  33.10812   (33°06'29.23"E), 35.54367   (35°32'37.21"N),  32.32874  (32°19'43.46"E), 35.25188   (35°15'06.77"N),  34.33371   (34°20'01.36"E), 33.96122   (33°57'40.39"N),  31.90043   (31°54'01.55"E), 33.67479 (33°40'29.24"N),  33.86909   (33°52'08.72"E),Yes                                ,NOMINAL,NA,TMR_L0RP,TM L1T,GLS2000,GEOTIFF,DEFINITIVE, 35.56157   (35°33'41.65"N),  31.78622   (31°47'10.39"N), 35.55919   (35°33'33.08"N),  34.43110   (34°25'51.96"N), 33.64116   (33°38'28.18"N),  31.81385  (31°48'49.86"E), 33.63894   (33°38'20.18"N),  34.39853   (34°23'54.71"N),7991,7101,7101,7991,121,3.835,2.492,2.915,.124,UTM,WGS84,WGS84,36,,,,,30,30,NORTH_UP,CUBIC_CONVOLUTION,34.6121,33.10812,35.54367,32.32874,35.25188,34.33371,33.96122,31.90043,33.67479,33.86909,LT51760362009316MOR00,LT51760362009316MOR00,http://earthexplorer.usgs.gov/download/options/5440/LT51760362009316MOR00
LT51760362009300MOR00,LANDSAT_5,BUMPER,MOR,DAY, 176, 036,2,2009/10/27,2009:300:08:12:39.40306,2009:300:08:13:06.01600,N,9,9,9,9,9,9,9,9,23.93,7.55,5,30.95,52.22,38.98082011,155.04542385, 34.61687   (34°37'00.73"N),  33.10328   (33°06'11.81"E), 35.54844   (35°32'54.38"N),  32.32387  (32°19'25.93"E), 35.25664   (35°15'23.90"N),  34.32894   (34°19'44.18"E), 33.96600   (33°57'57.60"N),  31.89551   (31°53'43.84"E), 33.67955 (33°40'46.38"N),  33.86428   (33°51'51.41"E),Yes                                ,NOMINAL,NA,TMR_L0RP,TM L1T,GLS2000,GEOTIFF,DEFINITIVE, 35.56421   (35°33'51.16"N),  31.77956   (31°46'46.42"N), 35.56205   (35°33'43.38"N),  34.41791   (34°25'04.48"N), 33.64380   (33°38'37.68"N),  31.80734  (31°48'26.42"E), 33.64179   (33°38'30.44"N),  34.38564   (34°23'08.30"N),7971,7101,7101,7971,144,3.840,2.644,2.785,.106,UTM,WGS84,WGS84,36,,,,,30,30,NORTH_UP,CUBIC_CONVOLUTION,34.61687,33.10328,35.54844,32.32387,35.25664,34.32894,33.966,31.89551,33.67955,33.86428,LT51760362009300MOR00,LT51760362009300MOR00,http://earthexplorer.usgs.gov/download/options/5440/LT51760362009300MOR00
LT51760362009284MOR00,LANDSAT_5,BUMPER,MOR,DAY, 176, 036,2,2009/10/11,2009:284:08:12:30.48769,2009:284:08:12:57.10063,N,9,9,9,9,9,9,9,9,0,0,0,0,0,44.02661895,151.23003374, 34.61416   (34°36'50.98"N),  33.10044   (33°06'01.58"E), 35.54573   (35°32'44.63"N),  32.32105  (32°19'15.78"E), 35.25394   (35°15'14.18"N),  34.32606   (34°19'33.82"E), 33.96328   (33°57'47.81"N),  31.89272   (31°53'33.79"E), 33.67684 (33°40'36.62"N),  33.86142   (33°51'41.11"E),Yes                                ,NOMINAL,NA,TMR_L0RP,TM L1T,GLS2000,GEOTIFF,DEFINITIVE, 35.56421   (35°33'51.16"N),  31.77956   (31°46'46.42"N), 35.56205   (35°33'43.38"N),  34.41791   (34°25'04.48"N), 33.64380   (33°38'37.68"N),  31.80734  (31°48'26.42"E), 33.64179   (33°38'30.44"N),  34.38564   (34°23'08.30"N),7971,7101,7101,7971,197,4.115,2.681,3.122,.113,UTM,WGS84,WGS84,36,,,,,30,30,NORTH_UP,CUBIC_CONVOLUTION,34.61416,33.10044,35.54573,32.32105,35.25394,34.32606,33.96328,31.89272,33.67684,33.86142,LT51760362009284MOR00,LT51760362009284MOR00,http://earthexplorer.usgs.gov/download/options/5440/LT51760362009284MOR00
LT51760362009268MOR00,LANDSAT_5,BUMPER,MOR,DAY, 176, 036,2,2009/09/25,2009:268:08:12:19.84638,2009:268:08:12:46.45938,N,9,9,9,9,9,9,9,9,0,0,0,0,0,49.04033114,145.69136091, 34.61975   (34°37'11.10"N),  33.10275   (33°06'09.90"E), 35.55133   (35°33'04.79"N),  32.32331  (32°19'23.92"E), 35.25951   (35°15'34.24"N),  34.32846   (34°19'42.46"E), 33.96889   (33°58'08.00"N),  31.89494   (31°53'41.78"E), 33.68243 (33°40'56.75"N),  33.86377   (33°51'49.57"E),Yes                                ,NOMINAL,NA,TMR_L0RP,TM L1T,GLS2000,GEOTIFF,DEFINITIVE, 35.56418   (35°33'51.05"N),  31.77625   (31°46'34.50"N), 35.56213   (35°33'43.67"N),  34.41129   (34°24'40.64"N), 33.64106   (33°38'27.82"N),  31.80415  (31°48'14.94"E), 33.63915   (33°38'20.94"N),  34.37912   (34°22'44.83"N),7961,7111,7111,7961,184,4.118,2.774,3.043,.129,UTM,WGS84,WGS84,36,,,,,30,30,NORTH_UP,CUBIC_CONVOLUTION,34.61975,33.10275,35.55133,32.32331,35.25951,34.32846,33.96889,31.89494,33.68243,33.86377,LT51760362009268MOR00,LT51760362009268MOR00,http://earthexplorer.usgs.gov/download/options/5440/LT51760362009268MOR00
LT51760362009252MOR00,LANDSAT_5,BUMPER,MOR,DAY, 176, 036,2,2009/09/09,2009:252:08:12:07.62231,2009:252:08:12:34.23531,N,9,9,9,9,9,9,9,9,12.06,15.86,7.88,9.18,15.32,53.63095782,138.67704561, 34.62048   (34°37'13.73"N),  33.10673   (33°06'24.23"E), 35.55206   (35°33'07.42"N),  32.32729  (32°19'38.24"E), 35.26024   (35°15'36.86"N),  34.33245   (34°19'56.82"E), 33.96962   (33°58'10.63"N),  31.89891   (31°53'56.08"E), 33.68315 (33°40'59.34"N),  33.86775   (33°52'03.90"E),Yes                                ,NOMINAL,NA,TMR_L0RP,TM L1T,GLS2000,GEOTIFF,DEFINITIVE, 35.56424   (35°33'51.26"N),  31.78287   (31°46'58.33"N), 35.56201   (35°33'43.24"N),  34.42122   (34°25'16.39"N), 33.64383   (33°38'37.79"N),  31.81058  (31°48'38.09"E), 33.64175   (33°38'30.30"N),  34.38887   (34°23'19.93"N),7971,7101,7101,7971,79,4.392,3.213,2.995,.2,UTM,WGS84,WGS84,36,,,,,30,30,NORTH_UP,CUBIC_CONVOLUTION,34.62048,33.10673,35.55206,32.32729,35.26024,34.33245,33.96962,31.89891,33.68315,33.86775,LT51760362009252MOR00,LT51760362009252MOR00,http://earthexplorer.usgs.gov/download/options/5440/LT51760362009252MOR00
LT51760362009236MOR00,LANDSAT_5,BUMPER,MOR,DAY, 176, 036,2,2009/08/24,2009:236:08:11:53.79056,2009:236:08:12:20.40356,N,9,9,9,9,9,9,9,9,0,0,0,0,0,57.54060249,130.75141192, 34.61793   (34°37'04.55"N),  33.11140   (33°06'41.04"E), 35.54950   (35°32'58.20"N),  32.33198  (32°19'55.13"E), 35.25770   (35°15'27.72"N),  34.33708   (34°20'13.49"E), 33.96706   (33°58'01.42"N),  31.90362   (31°54'13.03"E), 33.68061 (33°40'50.20"N),  33.87241   (33°52'20.68"E),Yes                                ,NOMINAL,NA,TMR_L0RP,TM L1T,GLS2000,GEOTIFF,DEFINITIVE, 35.56698   (35°34'01.13"N),  31.78614   (31°47'10.10"N), 35.56464   (35°33'52.70"N),  34.42789   (34°25'40.40"N), 33.64386   (33°38'37.90"N),  31.81381  (31°48'49.72"E), 33.64168   (33°38'30.05"N),  34.39534   (34°23'43.22"N),7981,7111,7111,7981,158,4.714,3.356,3.31,.188,UTM,WGS84,WGS84,36,,,,,30,30,NORTH_UP,CUBIC_CONVOLUTION,34.61793,33.1114,35.5495,32.33198,35.2577,34.33708,33.96706,31.90362,33.68061,33.87241,LT51760362009236MOR00,LT51760362009236MOR00,http://earthexplorer.usgs.gov/download/options/5440/LT51760362009236MOR00
LT51760362009220MOR00,LANDSAT_5,BUMPER,MOR,DAY, 176, 036,2,2009/08/08,2009:220:08:11:39.08213,2009:220:08:12:05.69513,N,7,7,7,7,7,7,7,7,8.84,11.29,2.82,12.37,8.87,60.67650032,122.84491564, 34.61477   (34°36'53.17"N),  33.11530   (33°06'55.08"E), 35.54634   (35°32'46.82"N),  32.33590  (32°20'09.24"E), 35.25454   (35°15'16.34"N),  34.34093   (34°20'27.35"E), 33.96390   (33°57'50.04"N),  31.90757   (31°54'27.25"E), 33.67745 (33°40'38.82"N),  33.87628   (33°52'34.61"E),Yes                                ,NOMINAL,NA,TMR_L0RP,TM L1T,GLS2000,GEOTIFF,DEFINITIVE, 35.55616   (35°33'22.18"N),  31.78630   (31°47'10.68"N), 35.55378   (35°33'13.61"N),  34.43100   (34°25'51.60"N), 33.63304   (33°37'58.94"N),  31.81396  (31°48'50.26"E), 33.63082   (33°37'50.95"N),  34.39840   (34°23'54.24"N),7991,7111,7111,7991,78,5.346,3.731,3.829,.215,UTM,WGS84,WGS84,36,,,,,30,30,NORTH_UP,CUBIC_CONVOLUTION,34.61477,33.1153,35.54634,32.3359,35.25454,34.34093,33.9639,31.90757,33.67745,33.87628,LT51760362009220MOR00,LT51760362009220MOR00,http://earthexplorer.usgs.gov/download/options/5440/LT51760362009220MOR00
LT51760362009204MOR00,LANDSAT_5,BUMPER,MOR,DAY, 176, 036,2,2009/07/23,2009:204:08:11:24.95869,2009:204:08:11:51.57169,N,9,9,9,9,9,9,9,9,.09,.2,.14,0,0,63.08426021,116.1589729, 34.61132   (34°36'40.75"N),  33.11203   (33°06'43.31"E), 35.54288   (35°32'34.37"N),  32.33266  (32°19'57.58"E), 35.25110   (35°15'03.96"N),  34.33760   (34°20'15.36"E), 33.96044   (33°57'37.58"N),  31.90435   (31°54'15.66"E), 33.67401 (33°40'26.44"N),  33.87299   (33°52'22.76"E),Yes                                ,NOMINAL,NA,TMR_L0RP,TM L1T,GLS2000,GEOTIFF,DEFINITIVE, 35.55887   (35°33'31.93"N),  31.78626   (31°47'10.54"N), 35.55649   (35°33'23.36"N),  34.43105   (34°25'51.78"N), 33.63574   (33°38'08.66"N),  31.81392  (31°48'50.11"E), 33.63353   (33°38'00.71"N),  34.39844   (34°23'54.38"N),7991,7111,7111,7991,129,4.510,3.308,3.065,.22,UTM,WGS84,WGS84,36,,,,,30,30,NORTH_UP,CUBIC_CONVOLUTION,34.61132,33.11203,35.54288,32.33266,35.2511,34.3376,33.96044,31.90435,33.67401,33.87299,LT51760362009204MOR00,LT51760362009204MOR00,http://earthexplorer.usgs.gov/download/options/5440/LT51760362009204MOR00
LT51760362009188MOR00,LANDSAT_5,BUMPER,MOR,DAY, 176, 036,2,2009/07/07,2009:188:08:11:09.30800,2009:188:08:11:35.92113,N,9,9,9,9,9,9,9,9,3.2,5.08,5.45,1.49,.78,64.82908683,111.90496963, 34.61897   (34°37'08.29"N),  33.11427   (33°06'51.37"E), 35.55054   (35°33'01.94"N),  32.33484  (32°20'05.42"E), 35.25873   (35°15'31.43"N),  34.33997   (34°20'23.89"E), 33.96810   (33°58'05.16"N),  31.90647   (31°54'23.29"E), 33.68165 (33°40'53.94"N),  33.87528   (33°52'31.01"E),Yes                                ,NOMINAL,NA,TMR_L0RP,TM L1T,GLS2000,GEOTIFF,DEFINITIVE, 35.56161   (35°33'41.80"N),  31.78953   (31°47'22.31"N), 35.55923   (35°33'33.23"N),  34.42779   (34°25'40.04"N), 33.63848   (33°38'18.53"N),  31.81712  (31°49'01.63"E), 33.63627   (33°38'10.57"N),  34.39525   (34°23'42.90"N),7971,7111,7111,7971,94,4.953,3.781,3.2,.236,UTM,WGS84,WGS84,36,,,,,30,30,NORTH_UP,CUBIC_CONVOLUTION,34.61897,33.11427,35.55054,32.33484,35.25873,34.33997,33.9681,31.90647,33.68165,33.87528,LT51760362009188MOR00,LT51760362009188MOR00,http://earthexplorer.usgs.gov/download/options/5440/LT51760362009188MOR00
LT51760362009172MOR00,LANDSAT_5,BUMPER,MOR,DAY, 176, 036,2,2009/06/21,2009:172:08:10:52.55738,2009:172:08:11:19.17050,N,7,7,7,7,7,7,7,7,.31,.33,.12,0,.82,65.86766318,111.01943517, 34.61561   (34°36'56.20"N),  33.11612   (33°06'58.03"E), 35.54718   (35°32'49.85"N),  32.33672  (32°20'12.19"E), 35.25538   (35°15'19.37"N),  34.34176   (34°20'30.34"E), 33.96474   (33°57'53.06"N),  31.90837   (31°54'30.13"E), 33.67829 (33°40'41.84"N),  33.87711   (33°52'37.60"E),Yes                                ,NOMINAL,NA,TMR_L0RP,TM L1T,GLS2000,GEOTIFF,DEFINITIVE, 35.56164   (35°33'41.90"N),  31.79284   (31°47'34.22"N), 35.55923   (35°33'33.23"N),  34.42779   (34°25'40.04"N), 33.63851   (33°38'18.64"N),  31.82035  (31°49'13.26"E), 33.63627   (33°38'10.57"N),  34.39525   (34°23'42.90"N),7961,7111,7111,7961,134,4.791,3.518,3.253,.242,UTM,WGS84,WGS84,36,,,,,30,30,NORTH_UP,CUBIC_CONVOLUTION,34.61561,33.11612,35.54718,32.33672,35.25538,34.34176,33.96474,31.90837,33.67829,33.87711,LT51760362009172MOR00,LT51760362009172MOR00,http://earthexplorer.usgs.gov/download/options/5440/LT51760362009172MOR00
LT51760362009156MOR00,LANDSAT_5,BUMPER,MOR,DAY, 176, 036,2,2009/06/05,2009:156:08:10:34.05425,2009:156:08:11:00.66731,N,9,9,9,9,9,9,9,9,.36,1.03,.23,.18,.02,65.94759334,113.71729283, 34.61087   (34°36'39.13"N),  33.12360   (33°07'24.96"E), 35.54243   (35°32'32.75"N),  32.34423  (32°20'39.23"E), 35.25065   (35°15'02.34"N),  34.34917   (34°20'57.01"E), 33.95999   (33°57'35.96"N),  31.91593   (31°54'57.35"E), 33.67356 (33°40'24.82"N),  33.88456   (33°53'04.42"E),Yes                                ,NOMINAL,NA,TMR_L0RP,TM L1T,GLS2000,GEOTIFF,DEFINITIVE, 35.59155   (35°35'29.58"N),  31.80895   (31°48'32.22"N), 35.58882   (35°35'19.75"N),  34.44156   (34°26'29.62"N), 33.66842   (33°40'06.31"N),  31.83613  (31°50'10.07"E), 33.66588   (33°39'57.17"N),  34.40867   (34°24'31.21"N),7951,7111,7111,7951,130,4.733,3.576,3.101,.218,UTM,WGS84,WGS84,36,,,,,30,30,NORTH_UP,CUBIC_CONVOLUTION,34.61087,33.1236,35.54243,32.34423,35.25065,34.34917,33.95999,31.91593,33.67356,33.88456,LT51760362009156MOR00,LT51760362009156MOR00,http://earthexplorer.usgs.gov/download/options/5440/LT51760362009156MOR00
LT51760362009140MOR00,LANDSAT_5,BUMPER,MOR,DAY, 176, 036,2,2009/05/20,2009:140:08:10:18.04281,2009:140:08:10:44.65575,N,9,9,9,9,9,9,9,9,20.13,15.25,12,28.4,24.89,64.70641266,119.11438328, 34.61116   (34°36'40.18"N),  33.11988   (33°07'11.57"E), 35.54272   (35°32'33.79"N),  32.34051  (32°20'25.84"E), 35.25094   (35°15'03.38"N),  34.34545   (34°20'43.62"E), 33.96028   (33°57'37.01"N),  31.91220   (31°54'43.92"E), 33.67385 (33°40'25.86"N),  33.88084   (33°52'51.02"E),Yes                                ,NOMINAL,NA,TMR_L0RP,TM L1T,GLS2000,GEOTIFF,DEFINITIVE, 35.55626   (35°33'22.54"N),  31.79623   (31°47'46.43"N), 35.55378   (35°33'13.61"N),  34.43100   (34°25'51.60"N), 33.63313   (33°37'59.27"N),  31.82366  (31°49'25.18"E), 33.63082   (33°37'50.95"N),  34.39840   (34°23'54.24"N),7961,7111,7111,7961,115,4.728,3.552,3.121,.197,UTM,WGS84,WGS84,36,,,,,30,30,NORTH_UP,CUBIC_CONVOLUTION,34.61116,33.11988,35.54272,32.34051,35.25094,34.34545,33.96028,31.9122,33.67385,33.88084,LT51760362009140MOR00,LT51760362009140MOR00,http://earthexplorer.usgs.gov/download/options/5440/LT51760362009140MOR00
LT51760362009124MOR00,LANDSAT_5,BUMPER,MOR,DAY, 176, 036,2,2009/05/04,2009:124:08:09:59.65619,2009:124:08:10:26.26919,N,9,9,9,9,9,9,9,9,28.3,51.8,57,.5,3.92,61.88622462,125.41981263, 34.60962   (34°36'34.63"N),  33.12488   (33°07'29.57"E), 35.54118   (35°32'28.25"N),  32.34552  (32°20'43.87"E), 35.24941   (35°14'57.88"N),  34.35043   (34°21'01.55"E), 33.95874   (33°57'31.46"N),  31.91722   (31°55'01.99"E), 33.67231 (33°40'20.32"N),  33.88583   (33°53'08.99"E),Yes                                ,NOMINAL,NA,TMR_L0RP,TM L1T,GLS2000,GEOTIFF,DEFINITIVE, 35.55633   (35°33'22.79"N),  31.80285   (31°48'10.26"N), 35.55366   (35°33'13.18"N),  34.44093   (34°26'27.35"N), 33.63319   (33°37'59.48"N),  31.83013  (31°49'48.47"E), 33.63071   (33°37'50.56"N),  34.40810   (34°24'29.16"N),7971,7111,7111,7971,53,4.857,2.837,3.942,.24,UTM,WGS84,WGS84,36,,,,,30,30,NORTH_UP,CUBIC_CONVOLUTION,34.60962,33.12488,35.54118,32.34552,35.24941,34.35043,33.95874,31.91722,33.67231,33.88583,LT51760362009124MOR00,LT51760362009124MOR00,http://earthexplorer.usgs.gov/download/options/5440/LT51760362009124MOR00
LT51760362007247MOR00,LANDSAT_5,N/A,MOR,DAY, 176, 036,2,2007/09/04,2007:247:08:15:36.26344,2007:247:08:16:02.87644,N,7,7,7,7,7,7,7,7,0,0,0,0,0,55.56469464,137.27978625, 34.61053   (34°36'37.91"N),  33.12397   (33°07'26.29"E), 35.54209   (35°32'31.52"N),  32.34461  (32°20'40.60"E), 35.25031   (35°15'01.12"N),  34.34953   (34°20'58.31"E), 33.95965   (33°57'34.74"N),  31.91630   (31°54'58.68"E), 33.67322 (33°40'23.59"N),  33.88492   (33°53'05.71"E),Yes                                ,NOMINAL,NA,TMR_L0RP,TM L1T,GLS2000,GEOTIFF,DEFINITIVE, 35.55630   (35°33'22.68"N),  31.79954   (31°47'58.34"N), 35.55362   (35°33'13.03"N),  34.44424   (34°26'39.26"N), 33.63587   (33°38'09.13"N),  31.82686  (31°49'36.70"E), 33.63338   (33°38'00.17"N),  34.41138   (34°24'40.97"N),7991,7101,7101,7991,173,4.471,3.089,3.233,.151,UTM,WGS84,WGS84,36,,,,,30,30,NORTH_UP,CUBIC_CONVOLUTION,34.61053,33.12397,35.54209,32.34461,35.25031,34.34953,33.95965,31.9163,33.67322,33.88492,LT51760362007247MOR00,LT51760362007247MOR00,http://earthexplorer.usgs.gov/download/options/5440/LT51760362007247MOR00
LT51760362007151MOR00,LANDSAT_5,N/A,MOR,DAY, 176, 036,2,2007/05/31,2007:151:08:16:44.89106,2007:151:08:17:11.50413,N,7,7,7,7,7,7,7,7,0,0,10,0,0,66.84286839,117.54941384, 34.63265   (34°37'57.54"N),  33.03505   (33°02'06.18"E), 35.56424   (35°33'51.26"N),  32.25551  (32°15'19.84"E), 35.27238   (35°16'20.57"N),  34.26097   (34°15'39.49"E), 33.98181   (33°58'54.52"N),  31.82705   (31°49'37.38"E), 33.69531 (33°41'43.12"N),  33.79616   (33°47'46.18"E),Yes                                ,NOMINAL,NA,TMR_L0RP,TM L1T,GLS2000,GEOTIFF,DEFINITIVE, 35.57156   (35°34'17.62"N),  31.70662   (31°42'23.83"N), 35.57100   (35°34'15.60"N),  34.34524   (34°20'42.86"N), 33.64850   (33°38'54.60"N),  31.73611  (31°44'10.00"E), 33.64797   (33°38'52.69"N),  34.31457   (34°18'52.45"N),7971,7111,7111,7971,160,4.681,3.346,3.273,.204,UTM,WGS84,WGS84,36,,,,,30,30,NORTH_UP,CUBIC_CONVOLUTION,34.63265,33.03505,35.56424,32.25551,35.27238,34.26097,33.98181,31.82705,33.69531,33.79616,LT51760362007151MOR00,LT51760362007151MOR00,http://earthexplorer.usgs.gov/download/options/5440/LT51760362007151MOR00
LT51760362007135MOR00,LANDSAT_5,N/A,MOR,DAY, 176, 036,2,2007/05/15,2007:135:08:16:57.23925,2007:135:08:17:23.85231,N,9,9,9,9,9,9,9,9,30,50,20,20,20,65.08686874,123.80109804, 34.63892   (34°38'20.11"N),  33.01014   (33°00'36.50"E), 35.57052   (35°34'13.87"N),  32.23055  (32°13'49.98"E), 35.27864   (35°16'43.10"N),  34.23616   (34°14'10.18"E), 33.98809   (33°59'17.12"N),  31.80204   (31°48'07.34"E), 33.70157 (33°42'05.65"N),  33.77130   (33°46'16.68"E),Yes                                ,NOMINAL,NA,TMR_L0RP,TM L1T,GLS2000,GEOTIFF,DEFINITIVE, 35.58487   (35°35'05.53"N),  31.68654   (31°41'11.54"N), 35.58467   (35°35'04.81"N),  34.33222   (34°19'55.99"N), 33.66453   (33°39'52.31"N),  31.71646  (31°42'59.26"E), 33.66434   (33°39'51.62"N),  34.30187   (34°18'06.73"N),7991,7101,7101,7991,40,4.569,3.247,3.215,.204,UTM,WGS84,WGS84,36,,,,,30,30,NORTH_UP,CUBIC_CONVOLUTION,34.63892,33.01014,35.57052,32.23055,35.27864,34.23616,33.98809,31.80204,33.70157,33.7713,LT51760362007135MOR00,LT51760362007135MOR00,http://earthexplorer.usgs.gov/download/options/5440/LT51760362007135MOR00
LT51760362006260MOR00,LANDSAT_5,N/A,MOR,DAY, 176, 036,2,2006/09/17,2006:260:08:16:15.40988,2006:260:08:16:42.02288,N,7,7,7,7,7,7,7,7,0,0,0,0,0,51.98451119,143.62864719, 34.61987   (34°37'11.53"N),  33.10231   (33°06'08.32"E), 35.55145   (35°33'05.22"N),  32.32287  (32°19'22.33"E), 35.25963   (35°15'34.67"N),  34.32802   (34°19'40.87"E), 33.96901   (33°58'08.44"N),  31.89450   (31°53'40.20"E), 33.68255 (33°40'57.18"N),  33.86333   (33°51'47.99"E),Yes                                ,NOMINAL,NA,TMR_L0RP,TM L1T,GLS2000,GEOTIFF,DEFINITIVE, 35.56959   (35°34'10.52"N),  31.77617   (31°46'34.21"N), 35.56746   (35°34'02.86"N),  34.41801   (34°25'04.84"N), 33.64918   (33°38'57.05"N),  31.80403  (31°48'14.51"E), 33.64720   (33°38'49.92"N),  34.38572   (34°23'08.59"N),7981,7101,7101,7981,186,4.230,2.858,3.118,.135,UTM,WGS84,WGS84,36,,,,,30,30,NORTH_UP,CUBIC_CONVOLUTION,34.61987,33.10231,35.55145,32.32287,35.25963,34.32802,33.96901,31.8945,33.68255,33.86333,LT51760362006260MOR00,LT51760362006260MOR00,http://earthexplorer.usgs.gov/download/options/5440/LT51760362006260MOR00
LT51760362006244MOR00,LANDSAT_5,N/A,MOR,DAY, 176, 036,2,2006/09/01,2006:244:08:16:03.80638,2006:244:08:16:30.41944,N,7,7,7,7,7,7,7,7,0,0,0,0,0,56.33139387,136.09555939, 34.61486   (34°36'53.50"N),  33.11047   (33°06'37.69"E), 35.54643   (35°32'47.15"N),  32.33107  (32°19'51.85"E), 35.25463   (35°15'16.67"N),  34.33610   (34°20'09.96"E), 33.96399   (33°57'50.36"N),  31.90274   (31°54'09.86"E), 33.67754 (33°40'39.14"N),  33.87145   (33°52'17.22"E),Yes                                ,NOMINAL,NA,TMR_L0RP,TM L1T,GLS2000,GEOTIFF,DEFINITIVE, 35.56434   (35°33'51.62"N),  31.79280   (31°47'34.08"N), 35.56193   (35°33'42.95"N),  34.42784   (34°25'40.22"N), 33.64392   (33°38'38.11"N),  31.82028  (31°49'13.01"E), 33.64168   (33°38'30.05"N),  34.39534   (34°23'43.22"N),7961,7101,7101,7961,98,4.125,2.898,2.935,.173,UTM,WGS84,WGS84,36,,,,,30,30,NORTH_UP,CUBIC_CONVOLUTION,34.61486,33.11047,35.54643,32.33107,35.25463,34.3361,33.96399,31.90274,33.67754,33.87145,LT51760362006244MOR00,LT51760362006244MOR00,http://earthexplorer.usgs.gov/download/options/5440/LT51760362006244MOR00
LT51760362003284MTI01,LANDSAT_5,N/A,MTI,DAY, 176, 036,2,2003/10/11,2003:284:08:00:17.01238,2003:284:08:00:43.62525,N,9,9,9,9,9,9,9,9,0,0,0,0,0,42.91114921,147.26830555, 34.61842   (34°37'06.31"N),  33.10021   (33°06'00.76"E), 35.54999   (35°32'59.96"N),  32.32078  (32°19'14.81"E), 35.25819   (35°15'29.48"N),  34.32590   (34°19'33.24"E), 33.96755   (33°58'03.18"N),  31.89242   (31°53'32.71"E), 33.68110 (33°40'51.96"N),  33.86122   (33°51'40.39"E),Yes                                ,NOMINAL,NA,TMR_L0RP,TM L1T,GLS2000,GEOTIFF,DEFINITIVE, 35.56441   (35°33'51.88"N),  31.79942   (31°47'57.91"N), 35.56205   (35°33'43.38"N),  34.41791   (34°25'04.48"N), 33.64398   (33°38'38.33"N),  31.82675  (31°49'36.30"E), 33.64179   (33°38'30.44"N),  34.38564   (34°23'08.30"N),7911,7101,7101,7911,190,3.936,2.625,2.933,.123,UTM,WGS84,WGS84,36,,,,,30,30,NORTH_UP,CUBIC_CONVOLUTION,34.61842,33.10021,35.54999,32.32078,35.25819,34.3259,33.96755,31.89242,33.6811,33.86122,LT51760362003284MTI01,LT51760362003284MTI01,http://earthexplorer.usgs.gov/download/options/5440/LT51760362003284MTI01
